method,check,descriptor,coef,std_err,z,p_value,odds_ratio,ci_lo,ci_hi,n_fail,n_eligible,n_clusters,estimable
deepdock,sp3_stereochemistry_preserved,n_stereocentres,0.03228084305539543,0.25838748163286634,0.12493191563073532,0.9005774512875891,1.0328075213986543,0.6224143098356748,1.7137963562233196,106,248,248,True
deepdock,sp3_stereochemistry_preserved,clogp,-0.09724173905242593,0.19983139137295275,-0.48661893601561357,0.6265284017651257,0.9073366409199642,0.6132981584016287,1.3423483646216958,106,248,248,True
deepdock,sp3_stereochemistry_preserved,formal_charge,-0.05165203818920543,0.12576165733294103,-0.41071372057750466,0.6812824649451237,0.9496592545122481,0.7421971597231556,1.2151120330575715,106,248,248,True
deepdock,sp3_stereochemistry_preserved,n_halogens,-0.13168100675450373,0.14850691696746474,-0.88669948473412,0.37524071584901975,0.8766205865290763,0.6552429373032798,1.1727919661206474,106,248,248,True
deepdock,no_volume_clash_with_protein,mw,0.5597143867042164,0.3801275275770382,1.472438447885841,0.14090251709460472,1.750172556352171,0.8308368136476335,3.686769684121613,278,427,427,True
deepdock,no_volume_clash_with_protein,n_rotatable_bonds,0.6162951889273535,0.2580517674584785,2.3882618398516398,0.016928276199127484,1.8520538063882401,1.1168620573145558,3.071196912181525,278,427,427,True
deepdock,no_volume_clash_with_protein,n_aromatic_rings,0.20578275164505075,0.21174462721937454,0.9718440290428381,0.33112814815837266,1.2284862883776446,0.8112093730811278,1.8604057236169913,278,427,427,True
deepdock,no_volume_clash_with_protein,n_stereocentres,0.8023542385512396,0.26902170714022056,2.982488837352568,0.002859150745375213,2.2307865550490216,1.316637820464466,3.7796336827328636,278,427,427,True
deepdock,no_volume_clash_with_protein,clogp,0.12286471461358352,0.2268294704859841,0.5416611622393899,0.5880519493336038,1.1307314391599426,0.7249062968741481,1.7637501467678465,278,427,427,True
deepdock,no_volume_clash_with_protein,formal_charge,-0.021200214441002233,0.10305875132048131,-0.20570998745245833,0.8370174565529466,0.9790229304169386,0.7999615177202989,1.1981650080039197,278,427,427,True
deepdock,no_volume_clash_with_protein,n_halogens,0.025875617294665407,0.15956149910064957,0.16216704806930501,0.8711743081167456,1.026213297348636,0.75061742764767,1.402996643650376,278,427,427,True
deepdock,no_clashes_with_protein,mw,1.2268369385037636,0.685875396599031,1.7887169369059375,0.07366041388828225,3.410425073471994,0.8891812915885409,13.080571185868559,370,427,427,True
deepdock,no_clashes_with_protein,n_rotatable_bonds,0.7766115919224318,0.601435556746626,1.2912631839118291,0.19661243222819558,2.174093056199241,0.6688600468163203,7.066770753481375,370,427,427,True
deepdock,no_clashes_with_protein,n_aromatic_rings,-0.22040445345611867,0.40602056969397976,-0.542840609337204,0.5872395502990294,0.802194282091249,0.36197137421445236,1.7778081695450292,370,427,427,True
deepdock,no_clashes_with_protein,n_stereocentres,0.5419676500244736,0.5006671417405205,1.0824909502556446,0.2790344344560154,1.7193866871951582,0.644473279953419,4.587142201330075,370,427,427,True
deepdock,no_clashes_with_protein,clogp,0.13830049464491467,0.5347609471798503,0.2586211565640031,0.7959275578949627,1.1483205626141133,0.40260002560951874,3.2753105579812876,370,427,427,True
deepdock,no_clashes_with_protein,formal_charge,0.10940200306407051,0.09123189380506072,1.1991640039593465,0.2304641808637602,1.1156107391440189,0.9329448194397316,1.3340417304003953,370,427,427,True
deepdock,no_clashes_with_protein,n_halogens,-0.5168308851601435,0.20192859252666037,-2.559473518302798,0.01048308424203667,0.5964076404884338,0.40147755341855634,0.8859824680214371,370,427,427,True
deepdock,no_volume_clash_with_organic_cofactors,mw,-0.3286480419661677,0.8556740844323706,-0.3840808643681003,0.7009185138311984,0.7198963454662347,0.13456089520369194,3.8514216736677973,16,187,187,True
deepdock,no_volume_clash_with_organic_cofactors,n_rotatable_bonds,0.04988173788691572,0.5376596260643832,0.0927756808746181,0.9260817715166909,1.051146778185953,0.3664431941594834,3.015227371939756,16,187,187,True
deepdock,no_volume_clash_with_organic_cofactors,n_aromatic_rings,-0.3597090934727196,0.4506527248219834,-0.7981957584186621,0.4247568984761202,0.6978793141920673,0.2885253860516195,1.6880162395486946,16,187,187,True
deepdock,no_volume_clash_with_organic_cofactors,n_stereocentres,-0.7946598222952101,0.7419164164481861,-1.0710907653176422,0.2841286200673009,0.4517348789222643,0.10552691099494921,1.9337664573985287,16,187,187,True
deepdock,no_volume_clash_with_organic_cofactors,clogp,-0.7043375455446763,0.5343666612577205,-1.3180791329438502,0.1874771590647889,0.4944360071252784,0.173482776372933,1.4091713901123064,16,187,187,True
deepdock,no_volume_clash_with_organic_cofactors,formal_charge,0.18770137184893212,0.17966385173394167,1.044736434387998,0.2961448006874927,1.2064731746948794,0.8483743357946425,1.71572554690136,16,187,187,True
deepdock,no_volume_clash_with_organic_cofactors,n_halogens,0.32209415371569894,0.2636486389008053,1.2216795620814225,0.22182882806604476,1.380014703352617,0.8231246076836604,2.313672272329048,16,187,187,True
deepdock,no_clashes_with_organic_cofactors,mw,0.21307962638328348,0.5085690887187899,0.4189787211017548,0.6752316837179664,1.2374831836309466,0.4567141979437231,3.35300421284052,32,187,187,True
deepdock,no_clashes_with_organic_cofactors,n_rotatable_bonds,0.08345676478896527,0.3210390688833638,0.2599582819600247,0.7948959536794206,1.0870382159502021,0.5793964922037697,2.039453291202563,32,187,187,True
deepdock,no_clashes_with_organic_cofactors,n_aromatic_rings,-0.43582948403429417,0.2836817663804467,-1.5363323825677313,0.12445688124522906,0.6467279939823841,0.37089527672091244,1.1276959412864256,32,187,187,True
deepdock,no_clashes_with_organic_cofactors,n_stereocentres,-0.5577970794344721,0.4530368233442276,-1.231240046486564,0.2182330976805118,0.5724687790596207,0.2355733528723606,1.3911611776208823,32,187,187,True
deepdock,no_clashes_with_organic_cofactors,clogp,0.07920109923207413,0.3448699198077369,0.22965499361680577,0.8183598700315806,1.0824219744125563,0.5506083489935258,2.127896049583791,32,187,187,True
deepdock,no_clashes_with_organic_cofactors,formal_charge,0.05075485398321129,0.15117923817027465,0.3357263510353558,0.7370772327721378,1.0520649521354541,0.7822733805443687,1.4149026300007126,32,187,187,True
deepdock,no_clashes_with_organic_cofactors,n_halogens,0.1297731060324997,0.1969468211043672,0.6589246036305891,0.5099441857141755,1.1385700193461499,0.7739596254906729,1.674947434282558,32,187,187,True
deepdock,no_clashes_with_inorganic_cofactors,mw,0.21172165611968322,1.1401350568370998,0.18569875108220057,0.8526810077788138,1.2358038587605567,0.13227105791974564,11.5460721441731,12,187,187,False
deepdock,no_clashes_with_inorganic_cofactors,n_rotatable_bonds,0.3060742202345608,0.8070979752143151,0.37922808585077483,0.7045184970029904,1.3580831000536264,0.2792050716898347,6.605860328712714,12,187,187,False
deepdock,no_clashes_with_inorganic_cofactors,n_aromatic_rings,-0.33317260658855413,0.6646009314731842,-0.5013122775046805,0.6161513659747396,0.7166464855744736,0.1948029982689498,2.6364182782093537,12,187,187,False
deepdock,no_clashes_with_inorganic_cofactors,n_stereocentres,-1.0521514086833255,0.7629718251644267,-1.3790173817448346,0.167889394795257,0.34918569927244647,0.078273301806703,1.5577553234881654,12,187,187,False
deepdock,no_clashes_with_inorganic_cofactors,clogp,-0.6877539438714616,0.5802362523062704,-1.1852998518066384,0.23589891207649072,0.5027039031851387,0.1612182727320991,1.5675097493291632,12,187,187,False
deepdock,no_clashes_with_inorganic_cofactors,formal_charge,-0.06786385886058555,0.11547891047604182,-0.5876731827554359,0.5567516790680009,0.9343876735209724,0.7451286698051692,1.1717175298814122,12,187,187,False
deepdock,no_clashes_with_inorganic_cofactors,n_halogens,0.2601137342536214,0.29072291025326824,0.8947135746096475,0.37094022029865203,1.2970776004297027,0.7336723796047517,2.2931356669619123,12,187,187,False
diffdock,no_internal_clashes,mw,1.2080869120761395,0.552539996505619,2.186424366953233,0.02878457250803329,3.347075274364193,1.1332939800969195,9.885266390722432,25,426,426,True
diffdock,no_internal_clashes,n_rotatable_bonds,0.305484939004143,0.3040156121194871,1.0048330639154097,0.31497723996123006,1.3572830429258933,0.7479832371485751,2.462912492045921,25,426,426,True
diffdock,no_internal_clashes,n_aromatic_rings,-0.20128366010188267,0.39967903141008376,-0.5036132603498007,0.6145331724465575,0.8176804553329484,0.37357362685782,1.7897444545462085,25,426,426,True
diffdock,no_internal_clashes,n_stereocentres,-0.07270617504946253,0.42671348008387694,-0.1703864031555109,0.8647062645019323,0.9298740100752865,0.4029071148953651,2.1460670279750396,25,426,426,True
diffdock,no_internal_clashes,clogp,-0.07202672952431655,0.3892737080967521,-0.1850284980110053,0.8532066833049319,0.9305060234954129,0.4338791770552961,1.9955819627889126,25,426,426,True
diffdock,no_internal_clashes,formal_charge,-0.19731147672960533,0.0822997018044936,-2.3974749896217977,0.016508507937263706,0.8209348913707106,0.6986426287580143,0.9646335166634499,25,426,426,True
diffdock,no_internal_clashes,n_halogens,0.1630575003535628,0.17684964969647607,0.9220120064326705,0.35652231301206216,1.1771043716601306,0.8323007345051011,1.664752467874818,25,426,426,True
diffdock,energy_ratio_within_threshold,mw,0.044786648688964203,0.6018343727113682,0.0744169005954123,0.9406786613589553,1.0458047122986895,0.32149057659402247,3.401989283335282,26,426,426,True
diffdock,energy_ratio_within_threshold,n_rotatable_bonds,0.5858824024700151,0.3649416738005677,1.6054138086465468,0.10840276751714503,1.7965755891454884,0.8786311142401572,3.673536931713111,26,426,426,True
diffdock,energy_ratio_within_threshold,n_aromatic_rings,0.22339283917612157,0.4056145563724308,0.5507515341017611,0.5818040121391915,1.2503116486708912,0.5646229685327805,2.7687134706270147,26,426,426,True
diffdock,energy_ratio_within_threshold,n_stereocentres,0.4780933038437498,0.39515302437007765,1.2098940773789828,0.2263195401535414,1.6129959750872154,0.743495628811476,3.4993561694594297,26,426,426,True
diffdock,energy_ratio_within_threshold,clogp,0.1924087749225851,0.3464750681258357,0.5553322377952589,0.5786674322223302,1.212165918733683,0.6146699141981009,2.3904638580796407,26,426,426,True
diffdock,energy_ratio_within_threshold,formal_charge,0.09891899844411167,0.19226404979885525,0.514495552068105,0.6069055693605425,1.1039768720927445,0.7573637583916948,1.609220035434224,26,426,426,True
diffdock,energy_ratio_within_threshold,n_halogens,0.22463363820241827,0.17944589862946891,1.251818179841802,0.21063612410386223,1.251863997024128,0.8806686237595881,1.7795155007964072,26,426,426,True
diffdock,no_volume_clash_with_protein,mw,0.33144336067812946,0.4171143808818951,0.7946102457013507,0.42684025657360536,1.3929772467573096,0.6150290335385804,3.154949610784277,83,426,426,True
diffdock,no_volume_clash_with_protein,n_rotatable_bonds,-0.04570863554147286,0.24257004887347325,-0.18843478720373635,0.8505358318646377,0.9553202680171434,0.5938448464140774,1.536827034864897,83,426,426,True
diffdock,no_volume_clash_with_protein,n_aromatic_rings,-0.2841057120622105,0.28234191530095254,-1.0062470241422636,0.3142967568686763,0.7526870723977716,0.4327973400504184,1.309014119376819,83,426,426,True
diffdock,no_volume_clash_with_protein,n_stereocentres,-0.17221545966854057,0.2493808227699853,-0.6905721849646086,0.48983443225685463,0.8417977801570717,0.5163384122715077,1.3724012892241615,83,426,426,True
diffdock,no_volume_clash_with_protein,clogp,-0.5585312472987582,0.26460218468149443,-2.110833846557505,0.03478659579377611,0.5720486451220169,0.34056747808398397,0.9608658296645636,83,426,426,True
diffdock,no_volume_clash_with_protein,formal_charge,-0.06064117093685201,0.11502057019511963,-0.5272202253386589,0.5980406650365573,0.9411608950743706,0.7512045110353017,1.1791513727685325,83,426,426,True
diffdock,no_volume_clash_with_protein,n_halogens,-0.1014107551982528,0.23025142828675918,-0.44043485833214485,0.6596221827185881,0.9035618139390091,0.575396873190232,1.418888404940697,83,426,426,True
diffdock,no_clashes_with_protein,mw,0.6033303508095592,0.3407077747833424,1.7708147434945376,0.07659151339511543,1.828197211214617,0.9375880392451172,3.5647906150593625,291,426,426,True
diffdock,no_clashes_with_protein,n_rotatable_bonds,0.47615039131920567,0.23206206587354752,2.051823461653848,0.04018682232577495,1.6098651074910066,1.0215459325284173,2.5370035568566425,291,426,426,True
diffdock,no_clashes_with_protein,n_aromatic_rings,-0.21942422503636286,0.1975447312503843,-1.1107571619222114,0.2666728901546125,0.8029810012439632,0.5451987981280968,1.182648403797956,291,426,426,True
diffdock,no_clashes_with_protein,n_stereocentres,0.06908705661225133,0.24820768779175498,0.2783437419964809,0.7807485009813987,1.0715294888152052,0.6587632456069075,1.742925782604614,291,426,426,True
diffdock,no_clashes_with_protein,clogp,-0.5779809313559716,0.18437435729350257,-3.1348227586545185,0.0017195797286922384,0.5610299818211848,0.39088259550996074,0.8052408680198149,291,426,426,True
diffdock,no_clashes_with_protein,formal_charge,-0.07499646549350286,0.13711276978631928,-0.546969225480454,0.5843998749269028,0.927746765449728,0.709118552126011,1.2137802039192496,291,426,426,True
diffdock,no_clashes_with_protein,n_halogens,0.02814735563726255,0.12063949021163353,0.23331792589544811,0.8155145398335533,1.0285472354885388,0.8119620305738339,1.3029050322506641,291,426,426,True
diffdock,no_volume_clash_with_organic_cofactors,mw,-1.059216216042432,0.5352014872247063,-1.9790980431220595,0.04780496876447087,0.34672746328090603,0.12145738050499152,0.9898116795650087,52,187,187,True
diffdock,no_volume_clash_with_organic_cofactors,n_rotatable_bonds,0.45866608258060815,0.3441869027160213,1.3326076005833385,0.18266060960921537,1.5819623697855534,0.8057934372141733,3.1057648571445884,52,187,187,True
diffdock,no_volume_clash_with_organic_cofactors,n_aromatic_rings,0.22365449934179227,0.27506557095339196,0.8130952142305335,0.416163470123992,1.250638848229701,0.7294502482686633,2.144214128946655,52,187,187,True
diffdock,no_volume_clash_with_organic_cofactors,n_stereocentres,0.5940776183131516,0.35771256532601475,1.6607681023777199,0.09676002976041925,1.8113594094342251,0.8985021979270946,3.65165819039224,52,187,187,True
diffdock,no_volume_clash_with_organic_cofactors,clogp,0.29268981090950125,0.2650784423114882,1.1041630106063756,0.26952243200816384,1.3400270641818588,0.7970368310920596,2.252935451275836,52,187,187,True
diffdock,no_volume_clash_with_organic_cofactors,formal_charge,-0.08265705009036207,0.13450611494454495,-0.6145226194693115,0.538870030601243,0.9206668356924714,0.7073114469354743,1.1983793363113977,52,187,187,True
diffdock,no_volume_clash_with_organic_cofactors,n_halogens,0.0876733842940383,0.24166815568008357,0.36278418249733707,0.7167661086129684,1.0916315197959345,0.6797790248709291,1.7530099214788868,52,187,187,True
diffdock,no_clashes_with_organic_cofactors,mw,-1.183279918532113,0.5008093525320622,-2.3627352655247362,0.018140623078907025,0.3062725403979811,0.11476735351164316,0.8173305921210131,74,187,187,True
diffdock,no_clashes_with_organic_cofactors,n_rotatable_bonds,0.5029686241524672,0.34433275813166336,1.4607051239665843,0.14409638227538213,1.6536229765464134,0.8420539606732859,3.247379712311792,74,187,187,True
diffdock,no_clashes_with_organic_cofactors,n_aromatic_rings,0.29449463302675993,0.25441900428699105,1.1575182201977434,0.2470606996375957,1.34244775846922,0.8153339848214906,2.21034081464616,74,187,187,True
diffdock,no_clashes_with_organic_cofactors,n_stereocentres,1.0066363404907777,0.31466021565693303,3.1991217522976934,0.0013784694052350031,2.7363812628006774,1.4768532627406463,5.0700923404613,74,187,187,True
diffdock,no_clashes_with_organic_cofactors,clogp,0.4330433725214408,0.22067613603620434,1.9623479924009333,0.04972198328401495,1.5419430972103647,1.0005262320545507,2.3763380098014872,74,187,187,True
diffdock,no_clashes_with_organic_cofactors,formal_charge,-0.110243891577005,0.1685605162734654,-0.654031525378992,0.5130914952109056,0.8956156755378663,0.6436395383189396,1.2462370480908433,74,187,187,True
diffdock,no_clashes_with_organic_cofactors,n_halogens,0.31125673759759204,0.172441983670131,1.8049939520123104,0.07107562844934048,1.3651396588753686,0.9736305690764603,1.9140794747252914,74,187,187,True
diffdock,no_clashes_with_inorganic_cofactors,mw,-0.4269077800567847,1.104816318681292,-0.38640611370253974,0.6991959229969202,0.6525237251541662,0.07484709542069036,5.688760659259562,12,187,187,False
diffdock,no_clashes_with_inorganic_cofactors,n_rotatable_bonds,0.4242319394736667,0.6998712757884009,0.6061570950969118,0.544410440383391,1.5284160526907669,0.3877127475605265,6.025222654713304,12,187,187,False
diffdock,no_clashes_with_inorganic_cofactors,n_aromatic_rings,0.25663366940980475,0.590811728728068,0.43437470336328604,0.6640163643569088,1.2925715315264257,0.40602682889517644,4.114854106214501,12,187,187,False
diffdock,no_clashes_with_inorganic_cofactors,n_stereocentres,0.19273679307612082,0.5395076867954057,0.3572456848964438,0.7209078877197072,1.2125635963793029,0.42118679823916255,3.4908750260244914,12,187,187,False
diffdock,no_clashes_with_inorganic_cofactors,clogp,-0.04908180714809647,0.40211576364804935,-0.12205889841974756,0.9028523727310808,0.9521032376619191,0.43291485003210384,2.093946592728535,12,187,187,False
diffdock,no_clashes_with_inorganic_cofactors,formal_charge,-0.09328762744662021,0.1072595530429139,-0.8697372383166317,0.3844440169534967,0.9109314537239732,0.7382206698728733,1.1240488748798754,12,187,187,False
diffdock,no_clashes_with_inorganic_cofactors,n_halogens,0.09983846666532675,0.3200497823293493,0.3119466788531896,0.7550810466681546,1.104992410549713,0.5901092557668539,2.0691223115722037,12,187,187,False
equibind,no_internal_clashes,mw,0.014051655744408706,0.35974501558102706,0.03906004290765159,0.968842517781747,1.0141508443022833,0.501056896532528,2.0526649610385417,86,426,426,True
equibind,no_internal_clashes,n_rotatable_bonds,0.8797587240491607,0.22658521988302252,3.8826836300414795,0.00010330994467991633,2.410318084466682,1.5459828448816266,3.757889867627845,86,426,426,True
equibind,no_internal_clashes,n_aromatic_rings,0.0870458325429103,0.21342499484412922,0.4078521009522925,0.683382260278853,1.0909466794329599,0.7180188399796202,1.6575674496223276,86,426,426,True
equibind,no_internal_clashes,n_stereocentres,0.5806919501754396,0.26716385810590726,2.1735423132916645,0.02973952476206468,1.7872747080273854,1.0587197660604688,3.017182624105206,86,426,426,True
equibind,no_internal_clashes,clogp,0.22064145833394513,0.2021147841357758,1.0916641218374386,0.27498076061449817,1.2468762933066198,0.8390405525345304,1.8529503563489236,86,426,426,True
equibind,no_internal_clashes,formal_charge,0.05834082063999341,0.11065459362099778,0.5272336080309157,0.5980313727301849,1.0600762300078916,0.8533903657206685,1.3168201312874603,86,426,426,True
equibind,no_internal_clashes,n_halogens,-0.13224912566043515,0.1973088833682953,-0.670264427038391,0.5026892396886398,0.8761227032423858,0.5951347485697464,1.289776799256729,86,426,426,True
equibind,energy_ratio_within_threshold,mw,-0.020442919321075836,0.36757262820027586,-0.05561600008458,0.9556477180089741,0.9797646205081362,0.47669803813327366,2.0137249050961596,92,426,426,True
equibind,energy_ratio_within_threshold,n_rotatable_bonds,1.0458647865815311,0.23813605669140708,4.391879168205233,1.1237515025499134e-05,2.8458585200736066,1.7844793500601945,4.538528684012142,92,426,426,True
equibind,energy_ratio_within_threshold,n_aromatic_rings,-0.03337129565395829,0.21168854041388335,-0.1576433735558492,0.8747378237226353,0.9671793834112228,0.6387301522119351,1.4645245045286808,92,426,426,True
equibind,energy_ratio_within_threshold,n_stereocentres,0.32287391367737045,0.24731629326733492,1.3055100794688121,0.19171921722679675,1.3810912032160103,0.8505627294350541,2.242530557231864,92,426,426,True
equibind,energy_ratio_within_threshold,clogp,0.1675642266758494,0.19375507729877858,0.8648249584575181,0.3871348701323081,1.182421230731295,0.8088120225975254,1.7286092785737825,92,426,426,True
equibind,energy_ratio_within_threshold,formal_charge,0.04952503099508289,0.10324933289537666,0.4796644162850619,0.6314660341010185,1.0507718937517518,0.85826708255202,1.286454525805167,92,426,426,True
equibind,energy_ratio_within_threshold,n_halogens,-0.039855545811119795,0.1622197345773756,-0.24568863902381427,0.8059232674321987,0.9609282392363261,0.6992126356904633,1.3206041107223372,92,426,426,True
equibind,no_volume_clash_with_protein,mw,-0.14312942640834767,0.5851625661679103,-0.24459771469263328,0.8067679337323456,0.8666418952887012,0.2752633560543114,2.7285439857872005,382,426,426,True
equibind,no_volume_clash_with_protein,n_rotatable_bonds,0.47179796290010134,0.3915914960834677,1.2048217788660498,0.228272110488683,1.6028735110948462,0.7440051917047178,3.453206403953684,382,426,426,True
equibind,no_volume_clash_with_protein,n_aromatic_rings,0.10647112155685029,0.31198095916068963,0.3412744221419328,0.7328970014932139,1.112345803166812,0.6035053809411463,2.0502106938852345,382,426,426,True
equibind,no_volume_clash_with_protein,n_stereocentres,0.3600389621169762,0.3711416020091183,0.9700851647133072,0.3320040430773439,1.4333852611966003,0.6925428185538807,2.9667383040746906,382,426,426,True
equibind,no_volume_clash_with_protein,clogp,-0.4302282435481643,0.2193078450960304,-1.9617549174302278,0.049791024699600055,0.6503606371623085,0.4231351186696679,0.9996073114894682,382,426,426,True
equibind,no_volume_clash_with_protein,formal_charge,0.14023178410299086,0.07697852901188602,1.8216999714470783,0.06850052230607118,1.150540444938857,0.989413079801447,1.3379076368241953,382,426,426,True
equibind,no_volume_clash_with_protein,n_halogens,0.16735424898187226,0.14143081226671636,1.1832941231099512,0.23669260111949175,1.1821729747129817,0.8959729561194335,1.5597936663117857,382,426,426,True
equibind,no_clashes_with_protein,mw,0.1618355083263313,1.3017059667037174,0.12432570216770532,0.90105739778576,1.1756668380089577,0.09167905763912876,15.076425844543788,417,426,426,True
equibind,no_clashes_with_protein,n_rotatable_bonds,1.1021231576254509,0.7447616618924113,1.4798333668585968,0.13891772163811816,3.0105511178301203,0.6993647354645995,12.959501063557642,417,426,426,True
equibind,no_clashes_with_protein,n_aromatic_rings,0.5811985859810134,0.851318658828195,0.6827039205049367,0.4947939518918816,1.788180434806303,0.33710685400472096,9.485387880542108,417,426,426,True
equibind,no_clashes_with_protein,n_stereocentres,0.9170018696447232,0.6957212254433454,1.3180593549670239,0.1874837792570938,2.5017784767224556,0.6398083020746163,9.782454410636579,417,426,426,True
equibind,no_clashes_with_protein,clogp,-0.345082292640641,0.28398399015333675,-1.2151469963300194,0.22431003183484888,0.7081620745427536,0.4058869178955722,1.2355498581250708,417,426,426,True
equibind,no_clashes_with_protein,formal_charge,0.12904941554646193,0.08676675515172559,1.4873140677071341,0.1369318807526576,1.137746345134005,0.9598192441365309,1.3486567953014008,417,426,426,True
equibind,no_clashes_with_protein,n_halogens,0.4001269737166586,0.4014300901154968,0.9967538148461585,0.31888402122490167,1.492014132194083,0.6793209754533969,3.2769578021363177,417,426,426,True
equibind,no_volume_clash_with_organic_cofactors,mw,-1.901535601525722,0.6775512198065422,-2.806482441384517,0.005008564204337998,0.1493391176793151,0.03957682378416134,0.5635159655778557,32,185,185,True
equibind,no_volume_clash_with_organic_cofactors,n_rotatable_bonds,0.6412577943981451,0.3415258424993077,1.877625979063195,0.06043234922236643,1.8988677631209967,0.9722711459441806,3.7085321279575907,32,185,185,True
equibind,no_volume_clash_with_organic_cofactors,n_aromatic_rings,0.5470316377175396,0.3647924413393846,1.499569551685444,0.13372593980018677,1.7281157234308493,0.8453974483409378,3.532520661648079,32,185,185,True
equibind,no_volume_clash_with_organic_cofactors,n_stereocentres,1.1336760541738125,0.4513460031607143,2.5117671281784575,0.012012833035983947,3.1070572431586525,1.2828114869813285,7.525505353075433,32,185,185,True
equibind,no_volume_clash_with_organic_cofactors,clogp,0.3858412750844219,0.30948325566340706,1.2467274659410381,0.21249744433208417,1.470851191554538,0.8019293559593322,2.6977478896621356,32,185,185,True
equibind,no_volume_clash_with_organic_cofactors,formal_charge,-0.055711514066071506,0.12029825643406075,-0.4631115671789369,0.6432843992097619,0.9458119499807013,0.7471481670303162,1.1972996578200787,32,185,185,True
equibind,no_volume_clash_with_organic_cofactors,n_halogens,-0.05077667560010848,0.49150181284291755,-0.10330923360467145,0.9177175474765852,0.9504909146450157,0.3627278221826907,2.49066358733215,32,185,185,True
equibind,no_clashes_with_organic_cofactors,mw,-1.462199261526949,0.48044190284865784,-3.0434465704535993,0.0023388496953809573,0.23172608764863056,0.09036953344746877,0.5941933929331893,56,185,185,True
equibind,no_clashes_with_organic_cofactors,n_rotatable_bonds,0.6721776461161519,0.3154639264269986,2.130759144886572,0.0331089897285278,1.9584975949485979,1.0553576475509352,3.634514648489642,56,185,185,True
equibind,no_clashes_with_organic_cofactors,n_aromatic_rings,0.5263056474683269,0.2752587439552611,1.9120397045547421,0.055871101574818616,1.6926674331976261,0.9868950504034252,2.9031689217983496,56,185,185,True
equibind,no_clashes_with_organic_cofactors,n_stereocentres,0.8228817137435634,0.3357573921875778,2.450822328533704,0.014253028672578497,2.2770522046077213,1.1791682505380454,4.3971390343515635,56,185,185,True
