check,descriptor,n_ran,n_failed,failure_rate,mean_failing,mean_passing,cohens_d,abs_d
no_clashes_with_protein,hbd,2134,1785,0.8364573570759137,3.641456582633053,2.4498567335243555,0.4906108568300574,0.4906108568300574
no_internal_clashes,n_stereocentres,2134,608,0.2849109653233365,3.388157894736842,1.9757536041939712,0.4810843807669922,0.4810843807669922
bond_lengths_within_bounds,n_rings,2134,306,0.14339268978444236,3.450980392156863,2.6466083150984683,0.48087048253208137,0.48087048253208137
no_internal_clashes,hbd,2134,608,0.2849109653233365,4.261513157894737,3.1218872870249017,0.47203820218575715,0.47203820218575715
bond_lengths_within_bounds,n_heteroatoms,2134,306,0.14339268978444236,11.986928104575163,9.25382932166302,0.4713564050284702,0.4713564050284702
double_bond_stereochemistry_preserved,rot_per_heavy_atom,2134,30,0.014058106841611996,0.25972484625242515,0.2053829973921749,0.4609290636667922,0.4609290636667922
no_volume_clash_with_inorganic_cofactors,n_amide_bonds,2134,16,0.007497656982193065,0.125,0.4985835694050991,-0.457558658274979,0.457558658274979
no_internal_clashes,rot_per_heavy_atom,2134,608,0.2849109653233365,0.24341788905361006,0.19129717913244676,0.4504808033344976,0.4504808033344976
no_volume_clash_with_organic_cofactors,n_aromatic_rings,2134,200,0.09372071227741331,1.33,1.9239917269906928,-0.44823252091851945,0.44823252091851945
sp3_stereochemistry_preserved,mw,2134,456,0.21368322399250234,427.72842763157905,357.63713945172833,0.4358550760883794,0.4358550760883794
bond_angles_within_bounds,n_heteroatoms,2134,301,0.14104967197750704,11.820598006644518,9.288597926895799,0.4357620960728214,0.4357620960728214
aromatic_ring_flatness_passes,fraction_csp3,2134,160,0.07497656982193064,0.3182990627441463,0.4342916353370077,-0.42928138920604764,0.42928138920604764
bond_angles_within_bounds,n_rotatable_bonds,2134,301,0.14104967197750704,6.677740863787376,5.112929623567921,0.4289889080522675,0.4289889080522675
no_volume_clash_with_organic_cofactors,n_rings,2134,200,0.09372071227741331,2.11,2.829369183040331,-0.42734757179965965,0.42734757179965965
bond_lengths_within_bounds,hba,2134,306,0.14339268978444236,7.771241830065359,6.095185995623632,0.42276458309160875,0.42276458309160875
no_clashes_with_protein,n_stereocentres,2134,1785,0.8364573570759137,2.580952380952381,1.340974212034384,0.41762524773683446,0.41762524773683446
no_internal_clashes,n_rings,2134,608,0.2849109653233365,3.258223684210526,2.5642201834862384,0.4162811085656623,0.4162811085656623
no_volume_clash_with_organic_cofactors,mw,2134,200,0.09372071227741331,312.82661500000006,378.797290589452,-0.4066600910304106,0.4066600910304106
no_internal_clashes,n_amide_bonds,2134,608,0.2849109653233365,0.7269736842105263,0.4036697247706422,0.4021400458489163,0.4021400458489163
aromatic_ring_flatness_passes,n_halogens,2134,160,0.07497656982193064,0.95,0.4827760891590679,0.3998837768247056,0.3998837768247056
no_volume_clash_with_organic_cofactors,heavy_atoms,2134,200,0.09372071227741331,21.41,25.806618407445708,-0.3976568406289602,0.3976568406289602
bond_lengths_within_bounds,n_aliphatic_rings,2134,306,0.14339268978444236,1.2124183006535947,0.8402625820568927,0.39272179044480665,0.39272179044480665
sp3_stereochemistry_preserved,heavy_atoms,2134,456,0.21368322399250234,28.70394736842105,24.49523241954708,0.382758483589268,0.382758483589268
bond_lengths_within_bounds,tpsa,2134,306,0.14339268978444236,153.50117647058823,122.76305798687089,0.38187769715241987,0.38187769715241987
double_bond_flatness_passes,n_halogens,2134,18,0.008434864104967198,0.9444444444444444,0.5141776937618148,0.36643187325315735,0.36643187325315735
aromatic_ring_flatness_passes,clogp,2134,160,0.07497656982193064,2.104608125000002,1.0375954052684915,0.3579008291918637,0.3579008291918637
bond_angles_within_bounds,n_rings,2134,301,0.14104967197750704,3.2757475083056478,2.6775777414075286,0.35531007549348526,0.35531007549348526
no_volume_clash_with_inorganic_cofactors,hbd,2134,16,0.007497656982193065,4.3125,3.4400377714825305,0.35360160362818627,0.35360160362818627
bond_angles_within_bounds,hba,2134,301,0.14104967197750704,7.528239202657807,6.139661756683033,0.34901530379421347,0.34901530379421347
bond_angles_within_bounds,tpsa,2134,301,0.14104967197750704,151.2460465116279,123.21722313147845,0.34765841575304196,0.34765841575304196
no_clashes_with_protein,rot_per_heavy_atom,2134,1785,0.8364573570759137,0.2126502738864737,0.1728849083477168,0.33944127345163744,0.33944127345163744
no_volume_clash_with_inorganic_cofactors,n_halogens,2134,16,0.007497656982193065,0.125,0.5207743153918791,-0.33700995599709743,0.33700995599709743
sp3_stereochemistry_preserved,n_rotatable_bonds,2134,456,0.21368322399250234,6.296052631578948,5.072109654350418,0.3349747731161766,0.3349747731161766
no_internal_clashes,n_aliphatic_rings,2134,608,0.2849109653233365,1.118421052631579,0.8040629095674967,0.33230878336380165,0.33230878336380165
double_bond_stereochemistry_preserved,n_halogens,2134,30,0.014058106841611996,0.13333333333333333,0.5232889733840305,-0.3321688123180091,0.3321688123180091
energy_ratio_within_threshold,n_aliphatic_rings,2134,707,0.331302717900656,1.1018387553041018,0.7904695164681149,0.3293970944119823,0.3293970944119823
bond_lengths_within_bounds,n_aromatic_rings,2134,306,0.14339268978444236,2.238562091503268,1.8063457330415755,0.32550437181138026,0.32550437181138026
bond_lengths_within_bounds,largest_ring_size,2134,306,0.14339268978444236,6.30718954248366,5.531181619256017,0.32122445735695504,0.32122445735695504
no_clashes_with_inorganic_cofactors,rot_per_heavy_atom,2134,71,0.03327085285848173,0.24273408961913526,0.2048877612882938,0.3210730215908206,0.3210730215908206
no_volume_clash_with_organic_cofactors,n_heteroatoms,2134,200,0.09372071227741331,7.975,9.818510858324716,-0.3150009952065852,0.3150009952065852
bond_lengths_within_bounds,n_stereocentres,2134,306,0.14339268978444236,3.1633986928104574,2.2467177242888403,0.30687811271860155,0.30687811271860155
no_volume_clash_with_protein,tpsa,2134,1155,0.5412371134020618,138.27749783549785,114.06712972420836,0.30146699160770535,0.30146699160770535
energy_ratio_within_threshold,fraction_csp3,2134,707,0.331302717900656,0.47975551737475436,0.39876130862674514,0.300829248795162,0.300829248795162
no_clashes_with_protein,n_aliphatic_rings,2134,1785,0.8364573570759137,0.9400560224089636,0.6561604584527221,0.29858961658901767,0.29858961658901767
no_volume_clash_with_inorganic_cofactors,n_rotatable_bonds,2134,16,0.007497656982193065,4.25,5.341831916902739,-0.29613439588855606,0.29613439588855606
no_clashes_with_organic_cofactors,n_aromatic_rings,2134,333,0.15604498594189317,1.5375375375375375,1.929483620210994,-0.2949494019848823,0.2949494019848823
no_volume_clash_with_protein,hbd,2134,1155,0.5412371134020618,3.7722943722943723,3.062308478038815,0.2906204397310103,0.2906204397310103
no_internal_clashes,n_aromatic_rings,2134,608,0.2849109653233365,2.1398026315789473,1.7601572739187419,0.2864352068006357,0.2864352068006357
no_volume_clash_with_protein,hba,2134,1155,0.5412371134020618,6.855411255411256,5.722165474974464,0.28560943904724906,0.28560943904724906
no_volume_clash_with_inorganic_cofactors,n_aliphatic_rings,2134,16,0.007497656982193065,0.625,0.8956562795089708,-0.2830276865625894,0.2830276865625894
energy_ratio_within_threshold,n_rings,2134,707,0.331302717900656,3.0749646393210748,2.6068675543097406,0.2783028194871606,0.2783028194871606
no_volume_clash_with_organic_cofactors,hba,2134,200,0.09372071227741331,5.345,6.437952430196484,-0.2735701295337333,0.2735701295337333
no_volume_clash_with_protein,n_heteroatoms,2134,1155,0.5412371134020618,10.375757575757575,8.78447395301328,0.27326418890227683,0.27326418890227683
no_volume_clash_with_protein,n_stereocentres,2134,1155,0.5412371134020618,2.7463203463203465,1.9438202247191012,0.2695120217957212,0.2695120217957212
bond_angles_within_bounds,n_aromatic_rings,2134,301,0.14104967197750704,2.176079734219269,1.817785051827605,0.2692691072831983,0.2692691072831983
no_volume_clash_with_protein,n_rotatable_bonds,2134,1155,0.5412371134020618,5.777489177489177,4.810010214504596,0.2645931490169521,0.2645931490169521
double_bond_flatness_passes,largest_ring_size,2134,18,0.008434864104967198,6.277777777777778,5.637051039697543,0.2636356588041849,0.2636356588041849
no_volume_clash_with_organic_cofactors,largest_ring_size,2134,200,0.09372071227741331,5.065,5.702171664943123,-0.26286535313226883,0.26286535313226883
aromatic_ring_flatness_passes,largest_ring_size,2134,160,0.07497656982193064,6.23125,5.594731509625126,0.26245321148734513,0.26245321148734513
no_clashes_with_organic_cofactors,n_rings,2134,333,0.15604498594189317,2.3933933933933935,2.830094392004442,-0.2585671482221229,0.2585671482221229
aromatic_ring_flatness_passes,n_rotatable_bonds,2134,160,0.07497656982193064,6.2125,5.26241134751773,0.2582010857481451,0.2582010857481451
bond_lengths_within_bounds,hbd,2134,306,0.14339268978444236,3.980392156862745,3.3572210065645516,0.25344336874799184,0.25344336874799184
bond_angles_within_bounds,n_aliphatic_rings,2134,301,0.14104967197750704,1.0996677740863787,0.8597926895799236,0.25172635031743756,0.25172635031743756
sp3_stereochemistry_preserved,n_aromatic_rings,2134,456,0.21368322399250234,1.605263157894737,1.9398092967818832,-0.2516528052840819,0.2516528052840819
energy_ratio_within_threshold,n_amide_bonds,2134,707,0.331302717900656,0.6322489391796322,0.4281709880868956,0.2515019513534674,0.2515019513534674
aromatic_ring_flatness_passes,n_heteroatoms,2134,160,0.07497656982193064,11.0,9.53596757852077,0.24964924896015261,0.24964924896015261
no_clashes_with_inorganic_cofactors,largest_ring_size,2134,71,0.03327085285848173,5.070422535211268,5.662142510906447,-0.24363281482233784,0.24363281482233784
no_volume_clash_with_organic_cofactors,n_amide_bonds,2134,200,0.09372071227741331,0.325,0.5134436401240952,-0.2311459335484521,0.2311459335484521
bond_lengths_within_bounds,n_amide_bonds,2134,306,0.14339268978444236,0.6568627450980392,0.4688183807439825,0.23088703389304263,0.23088703389304263
bond_angles_within_bounds,hbd,2134,301,0.14104967197750704,3.916943521594684,3.369339879978178,0.2225007843523331,0.2225007843523331
no_clashes_with_organic_cofactors,largest_ring_size,2134,333,0.15604498594189317,5.1891891891891895,5.726263187118268,-0.22163618834216475,0.22163618834216475
aromatic_ring_flatness_passes,n_amide_bonds,2134,160,0.07497656982193064,0.6625,0.48226950354609927,0.22094469047545412,0.22094469047545412
no_volume_clash_with_protein,mw,2134,1155,0.5412371134020618,388.9790735930737,353.3079193054138,0.21966184291798796,0.21966184291798796
no_clashes_with_protein,n_rings,2134,1785,0.8364573570759137,2.8224089635854344,2.4527220630372493,0.2186425199278493,0.2186425199278493
bond_angles_within_bounds,n_stereocentres,2134,301,0.14104967197750704,2.9368770764119603,2.286415711947627,0.21712374133286017,0.21712374133286017
no_clashes_with_inorganic_cofactors,n_rotatable_bonds,2134,71,0.03327085285848173,6.098591549295775,5.30731943771207,0.21470351617590785,0.21470351617590785
no_clashes_with_inorganic_cofactors,hbd,2134,71,0.03327085285848173,3.9577464788732395,3.4289869122636936,0.2143604639837643,0.2143604639837643
no_clashes_with_inorganic_cofactors,tpsa,2134,71,0.03327085285848173,143.9592957746479,126.59288414929713,0.2140021864392884,0.2140021864392884
bond_angles_within_bounds,largest_ring_size,2134,301,0.14104967197750704,6.079734219269103,5.570649208947081,0.20996801610656052,0.20996801610656052
double_bond_flatness_passes,rot_per_heavy_atom,2134,18,0.008434864104967198,0.23057375225979873,0.20593915139888105,0.2086821313008496,0.2086821313008496
aromatic_ring_flatness_passes,hba,2134,160,0.07497656982193064,7.1,6.27355623100304,0.20651204563277215,0.20651204563277215
no_volume_clash_with_inorganic_cofactors,fraction_csp3,2134,16,0.007497656982193065,0.48108115842490845,0.425175750547459,0.20562397357050674,0.20562397357050674
double_bond_flatness_passes,hbd,2134,18,0.008434864104967198,3.9444444444444446,3.44234404536862,0.20343760964508042,0.20343760964508042
no_volume_clash_with_protein,heavy_atoms,2134,1155,0.5412371134020618,26.42077922077922,24.183861082737486,0.20199041401208767,0.20199041401208767
no_clashes_with_protein,n_amide_bonds,2134,1785,0.8364573570759137,0.5226890756302521,0.35816618911174786,0.20190902458011153,0.20190902458011153
bond_angles_within_bounds,n_halogens,2134,301,0.14104967197750704,0.7209302325581395,0.4844517184942717,0.20177747507107818,0.20177747507107818
double_bond_flatness_passes,n_stereocentres,2134,18,0.008434864104967198,1.7777777777777777,2.3832703213610587,-0.20157217364924312,0.20157217364924312
no_clashes_with_inorganic_cofactors,n_amide_bonds,2134,71,0.03327085285848173,0.3380281690140845,0.5012118274357732,-0.199837192546287,0.199837192546287
no_volume_clash_with_organic_cofactors,tpsa,2134,200,0.09372071227741331,112.58625,128.67889348500515,-0.19849141109347115,0.19849141109347115
no_clashes_with_protein,fraction_csp3,2134,1785,0.8364573570759137,0.43414555123689513,0.3818616883566154,0.19276190318625291,0.19276190318625291
no_clashes_with_inorganic_cofactors,n_heteroatoms,2134,71,0.03327085285848173,10.732394366197184,9.60833737275812,0.19137548597321272,0.19137548597321272
sp3_stereochemistry_preserved,n_halogens,2134,456,0.21368322399250234,0.34210526315789475,0.5655542312276519,-0.1907721226303321,0.1907721226303321
no_clashes_with_inorganic_cofactors,n_rings,2134,71,0.03327085285848173,2.4507042253521125,2.7726611730489577,-0.1899037751202753,0.1899037751202753
double_bond_stereochemistry_preserved,hba,2134,30,0.014058106841611996,5.6,6.346007604562738,-0.1861820486915368,0.1861820486915368
no_volume_clash_with_organic_cofactors,n_halogens,2134,200,0.09372071227741331,0.32,0.5382626680455016,-0.18604973250867635,0.18604973250867635
no_volume_clash_with_inorganic_cofactors,tpsa,2134,16,0.007497656982193065,141.4325,127.06294145420208,0.1769629162651823,0.1769629162651823
no_volume_clash_with_protein,clogp,2134,1155,0.5412371134020618,0.8772461904761919,1.4011555464759973,-0.17562450610974584,0.17562450610974584
no_volume_clash_with_protein,rot_per_heavy_atom,2134,1155,0.5412371134020618,0.2155654969022464,0.19503516136732796,0.17453982292034867,0.17453982292034867
double_bond_flatness_passes,fraction_csp3,2134,18,0.008434864104967198,0.3792726111691629,0.4259889561404876,-0.1718201402966605,0.1718201402966605
no_clashes_with_organic_cofactors,rot_per_heavy_atom,2134,333,0.15604498594189317,0.22312177406937073,0.20300834044175917,0.17067859322635634,0.17067859322635634
double_bond_stereochemistry_preserved,n_heteroatoms,2134,30,0.014058106841611996,8.666666666666666,9.659695817490494,-0.16900132622644368,0.16900132622644368
bond_lengths_within_bounds,n_halogens,2134,306,0.14339268978444236,0.6862745098039216,0.4896061269146608,0.16768547588317442,0.16768547588317442
bond_angles_within_bounds,rot_per_heavy_atom,2134,301,0.14104967197750704,0.22304353538749783,0.20337232283091755,0.16688753234984438,0.16688753234984438
no_clashes_with_protein,clogp,2134,1785,0.8364573570759137,1.036399854341738,1.532885071633239,-0.16611004622346612,0.16611004622346612
bond_angles_within_bounds,n_amide_bonds,2134,301,0.14104967197750704,0.6112956810631229,0.4768139661756683,0.16485357235693515,0.16485357235693515
bond_lengths_within_bounds,clogp,2134,306,0.14339268978444236,1.5356036928104593,1.0476235776805265,0.16322360060132676,0.16322360060132676
sp3_stereochemistry_preserved,largest_ring_size,2134,456,0.21368322399250234,5.947368421052632,5.559594755661502,0.1598506732486045,0.1598506732486045
no_volume_clash_with_inorganic_cofactors,rot_per_heavy_atom,2134,16,0.007497656982193065,0.2248742610456882,0.20600546918034826,0.15982546939059133,0.15982546939059133
no_clashes_with_inorganic_cofactors,clogp,2134,71,0.03327085285848173,0.6576839436619728,1.1334246582646645,-0.15893427192663226,0.15893427192663226
no_internal_clashes,largest_ring_size,2134,608,0.2849109653233365,5.9144736842105265,5.534076015727392,0.15686634306711592,0.15686634306711592
no_clashes_with_protein,largest_ring_size,2134,1785,0.8364573570759137,5.703641456582633,5.329512893982808,0.15414562006463967,0.15414562006463967
sp3_stereochemistry_preserved,n_rings,2134,456,0.21368322399250234,2.9671052631578947,2.706197854588796,0.1541117939865757,0.1541117939865757
aromatic_ring_flatness_passes,rot_per_heavy_atom,2134,160,0.07497656982193064,0.18983800595161102,0.2074688403994179,-0.14944102605512638,0.14944102605512638
no_volume_clash_with_protein,fraction_csp3,2134,1155,0.5412371134020618,0.4441531770322148,0.4037003255588443,0.14917579407927278,0.14917579407927278
no_internal_clashes,fraction_csp3,2134,608,0.2849109653233365,0.4537404362435816,0.4143809652412969,0.1450542792461699,0.1450542792461699
bond_lengths_within_bounds,rot_per_heavy_atom,2134,306,0.14339268978444236,0.22070219752196454,0.20371044828172186,0.14409612615948647,0.14409612615948647
no_clashes_with_inorganic_cofactors,n_aliphatic_rings,2134,71,0.03327085285848173,0.7605633802816901,0.8982064953950557,-0.14393969446045812,0.14393969446045812
no_clashes_with_inorganic_cofactors,n_aromatic_rings,2134,71,0.03327085285848173,1.6901408450704225,1.8744546776539022,-0.1379545871389986,0.1379545871389986
aromatic_ring_flatness_passes,n_aliphatic_rings,2134,160,0.07497656982193064,1.0125,0.8839918946301925,0.1344262369351832,0.1344262369351832
no_volume_clash_with_organic_cofactors,n_aliphatic_rings,2134,200,0.09372071227741331,0.78,0.905377456049638,-0.13116504824612182,0.13116504824612182
no_clashes_with_organic_cofactors,heavy_atoms,2134,333,0.15604498594189317,24.21021021021021,25.61354802887285,-0.12621401485264577,0.12621401485264577
no_clashes_with_organic_cofactors,n_stereocentres,2134,333,0.15604498594189317,2.6966966966966965,2.3192670738478625,0.12575814830524373,0.12575814830524373
no_clashes_with_organic_cofactors,mw,2134,333,0.15604498594189317,355.39745645645644,375.7978511937813,-0.12500699845954333,0.12500699845954333
double_bond_stereochemistry_preserved,fraction_csp3,2134,30,0.014058106841611996,0.3920926239621892,0.4260726043134273,-0.12497459062330553,0.12497459062330553
no_clashes_with_inorganic_cofactors,n_halogens,2134,71,0.03327085285848173,0.38028169014084506,0.5225399903053806,-0.12111324492850992,0.12111324492850992
bond_angles_within_bounds,clogp,2134,301,0.14104967197750704,1.4275472093023271,1.0666988106928545,0.12060858308999756,0.12060858308999756
no_volume_clash_with_organic_cofactors,rot_per_heavy_atom,2134,200,0.09372071227741331,0.21887263622367392,0.2048309434622409,0.11899845260415028,0.11899845260415028
energy_ratio_within_threshold,n_aromatic_rings,2134,707,0.331302717900656,1.9731258840169732,1.8163980378416258,0.11745042763882303,0.11745042763882303
aromatic_ring_flatness_passes,tpsa,2134,160,0.07497656982193064,135.8303125,126.46878419452888,0.11532815822249579,0.11532815822249579
double_bond_stereochemistry_preserved,hbd,2134,30,0.014058106841611996,3.1666666666666665,3.450570342205323,-0.11502078374689009,0.11502078374689009
energy_ratio_within_threshold,largest_ring_size,2134,707,0.331302717900656,5.828854314002829,5.55010511562719,0.11482927329676773,0.11482927329676773
double_bond_flatness_passes,hba,2134,18,0.008434864104967198,5.888888888888889,6.339319470699433,-0.11239344405165133,0.11239344405165133
no_clashes_with_inorganic_cofactors,hba,2134,71,0.03327085285848173,6.76056338028169,6.320891904992729,0.10972424164286133,0.10972424164286133
no_volume_clash_with_organic_cofactors,n_rotatable_bonds,2134,200,0.09372071227741331,4.98,5.370217166494312,-0.10585330038678487,0.10585330038678487
aromatic_ring_flatness_passes,formal_charge,2134,160,0.07497656982193064,0.0375,0.017223910840932118,0.10520691884799849,0.10520691884799849
no_volume_clash_with_protein,n_aliphatic_rings,2134,1155,0.5412371134020618,0.9393939393939394,0.839632277834525,0.10443179549566649,0.10443179549566649
no_clashes_with_organic_cofactors,n_amide_bonds,2134,333,0.15604498594189317,0.4264264264264264,0.5086063298167685,-0.10064124731336796,0.10064124731336796
no_volume_clash_with_organic_cofactors,clogp,2134,200,0.09372071227741331,0.8470098000000007,1.1455784229576023,-0.09974668777904519,0.09974668777904519
sp3_stereochemistry_preserved,rot_per_heavy_atom,2134,456,0.21368322399250234,0.21535115455981085,0.2036456766516299,0.09922222824385486,0.09922222824385486
double_bond_stereochemistry_preserved,formal_charge,2134,30,0.014058106841611996,0.0,0.019011406844106463,-0.0986136135007066,0.0986136135007066
